# Continuum mesh:
1.054080e-08	0.000000e+00	0.000000e+00
1.164937e-08	0.000000e+00	0.000000e+00
1.287453e-08	0.000000e+00	0.000000e+00
1.422854e-08	0.000000e+00	0.000000e+00
1.572494e-08	0.000000e+00	0.000000e+00
1.737873e-08	0.000000e+00	0.000000e+00
1.920644e-08	0.000000e+00	0.000000e+00
2.122637e-08	0.000000e+00	0.000000e+00
2.345874e-08	0.000000e+00	0.000000e+00
2.592588e-08	0.000000e+00	0.000000e+00
2.865250e-08	0.000000e+00	0.000000e+00
3.166587e-08	0.000000e+00	0.000000e+00
3.499615e-08	0.000000e+00	0.000000e+00
3.867668e-08	0.000000e+00	0.000000e+00
4.274428e-08	0.000000e+00	0.000000e+00
4.723968e-08	0.000000e+00	0.000000e+00
5.220786e-08	0.000000e+00	0.000000e+00
5.769853e-08	0.000000e+00	0.000000e+00
6.376665e-08	0.000000e+00	0.000000e+00
7.047296e-08	0.000000e+00	0.000000e+00
7.788456e-08	0.000000e+00	0.000000e+00
8.607564e-08	0.000000e+00	0.000000e+00
9.512818e-08	0.000000e+00	0.000000e+00
1.051328e-07	0.000000e+00	0.000000e+00
1.161895e-07	0.000000e+00	0.000000e+00
1.284091e-07	0.000000e+00	0.000000e+00
1.419138e-07	0.000000e+00	0.000000e+00
1.568389e-07	0.000000e+00	0.000000e+00
1.733335e-07	0.000000e+00	0.000000e+00
1.915629e-07	0.000000e+00	0.000000e+00
2.117095e-07	0.000000e+00	0.000000e+00
2.339749e-07	0.000000e+00	0.000000e+00
2.585819e-07	0.000000e+00	0.000000e+00
2.857768e-07	0.000000e+00	0.000000e+00
3.158318e-07	0.000000e+00	0.000000e+00
3.490478e-07	0.000000e+00	0.000000e+00
3.857569e-07	0.000000e+00	0.000000e+00
4.263268e-07	0.000000e+00	0.000000e+00
4.711633e-07	0.000000e+00	0.000000e+00
5.207154e-07	0.000000e+00	0.000000e+00
5.754788e-07	0.000000e+00	0.000000e+00
6.360016e-07	0.000000e+00	0.000000e+00
7.028895e-07	0.000000e+00	0.000000e+00
7.768121e-07	0.000000e+00	0.000000e+00
8.585091e-07	0.000000e+00	0.000000e+00
9.487980e-07	0.000000e+00	0.000000e+00
1.048583e-06	0.000000e+00	0.000000e+00
1.158862e-06	0.000000e+00	0.000000e+00
1.280739e-06	0.000000e+00	0.000000e+00
1.415433e-06	0.000000e+00	0.000000e+00
1.564293e-06	0.000000e+00	0.000000e+00
1.728809e-06	0.000000e+00	0.000000e+00
1.910627e-06	0.000000e+00	0.000000e+00
2.111567e-06	0.000000e+00	0.000000e+00
2.333640e-06	0.000000e+00	0.000000e+00
2.579068e-06	0.000000e+00	0.000000e+00
2.850307e-06	0.000000e+00	0.000000e+00
3.150072e-06	0.000000e+00	0.000000e+00
3.481364e-06	0.000000e+00	0.000000e+00
3.847497e-06	0.000000e+00	0.000000e+00
4.252136e-06	0.000000e+00	0.000000e+00
4.699331e-06	0.000000e+00	0.000000e+00
5.193558e-06	0.000000e+00	0.000000e+00
5.739761e-06	0.000000e+00	0.000000e+00
6.343409e-06	0.000000e+00	0.000000e+00
7.010543e-06	0.000000e+00	0.000000e+00
7.747838e-06	0.000000e+00	0.000000e+00
8.562674e-06	0.000000e+00	0.000000e+00
9.463207e-06	0.000000e+00	0.000000e+00
1.045845e-05	0.000000e+00	0.000000e+00
1.155836e-05	0.000000e+00	0.000000e+00
1.277394e-05	0.000000e+00	0.000000e+00
1.411737e-05	0.000000e+00	0.000000e+00
1.560209e-05	0.000000e+00	0.000000e+00
1.724295e-05	0.000000e+00	0.000000e+00
1.904221e-05	0.000000e+00	0.000000e+00
2.000296e-05	0.000000e+00	0.000000e+00
2.020090e-05	0.000000e+00	0.000000e+00
2.026461e-05	0.000000e+00	0.000000e+00
2.035414e-05	0.000000e+00	0.000000e+00
2.045510e-05	0.000000e+00	0.000000e+00
2.055761e-05	0.000000e+00	0.000000e+00
2.066063e-05	0.000000e+00	0.000000e+00
2.076418e-05	0.000000e+00	0.000000e+00
2.086824e-05	0.000000e+00	0.000000e+00
2.097282e-05	0.000000e+00	0.000000e+00
2.107793e-05	0.000000e+00	0.000000e+00
2.118356e-05	0.000000e+00	0.000000e+00
2.128972e-05	0.000000e+00	0.000000e+00
2.139642e-05	0.000000e+00	0.000000e+00
2.150365e-05	0.000000e+00	0.000000e+00
2.161141e-05	0.000000e+00	0.000000e+00
2.171972e-05	0.000000e+00	0.000000e+00
2.182857e-05	0.000000e+00	0.000000e+00
2.193797e-05	0.000000e+00	0.000000e+00
2.204791e-05	0.000000e+00	0.000000e+00
2.215841e-05	0.000000e+00	0.000000e+00
2.226945e-05	0.000000e+00	0.000000e+00
2.238106e-05	0.000000e+00	0.000000e+00
2.249322e-05	0.000000e+00	0.000000e+00
2.260595e-05	0.000000e+00	0.000000e+00
2.271924e-05	0.000000e+00	0.000000e+00
2.283310e-05	0.000000e+00	0.000000e+00
2.294753e-05	0.000000e+00	0.000000e+00
2.306253e-05	0.000000e+00	0.000000e+00
2.317811e-05	0.000000e+00	0.000000e+00
2.329427e-05	0.000000e+00	0.000000e+00
2.341101e-05	0.000000e+00	0.000000e+00
2.352833e-05	0.000000e+00	0.000000e+00
2.364625e-05	0.000000e+00	0.000000e+00
2.376475e-05	0.000000e+00	0.000000e+00
2.388385e-05	0.000000e+00	0.000000e+00
2.400355e-05	0.000000e+00	0.000000e+00
2.412384e-05	0.000000e+00	0.000000e+00
2.424474e-05	0.000000e+00	0.000000e+00
2.436624e-05	0.000000e+00	0.000000e+00
